case,event,startTime,completeTime,REG_DATE,AMOUNT_REQ,org:resource
208661,O_SENT,2012/02/13 16:42:06.367,2012/02/13 16:42:06.367,2012/02/12 22:32:28.506,20000,R10932
208661,O_SENT,2012/02/13 16:42:06.367,2012/02/13 16:42:06.367,2012/02/12 22:32:28.506,20000,R10932
213762,A_SUBMITTED,2012/02/28 15:08:48.521,2012/02/28 15:08:48.521,2012/02/28 15:08:48.520,15000,R112
213762,A_PARTLYSUBMITTED,2012/02/28 15:08:48.681,2012/02/28 15:08:48.681,2012/02/28 15:08:48.520,15000,R112
212470,A_SUBMITTED,2012/02/24 14:01:19.628,2012/02/24 14:01:19.628,2012/02/24 14:01:19.628,12000,R112
212470,A_PARTLYSUBMITTED,2012/02/24 14:01:20.295,2012/02/24 14:01:20.295,2012/02/24 14:01:19.628,12000,R112
208199,A_SUBMITTED,2012/02/10 16:31:57.792,2012/02/10 16:31:57.792,2012/02/10 16:31:57.792,25000,R112
201385,A_SUBMITTED,2012/01/16 15:42:30.940,2012/01/16 15:42:30.940,2012/01/16 15:42:30.940,9000,R112
201385,A_PARTLYSUBMITTED,2012/01/16 15:42:32.594,2012/01/16 15:42:32.594,2012/01/16 15:42:30.940,9000,R112
201385,A_PREACCEPTED,2012/01/16 15:43:13.180,2012/01/16 15:43:13.180,2012/01/16 15:42:30.940,9000,R112
201385,A_PREACCEPTED,2012/01/16 15:43:13.180,2012/01/16 15:43:13.180,2012/01/16 15:42:30.940,9000,R112
201385,W_Completeren aanvraag,2012/01/16 16:20:51.806,2012/01/16 16:26:18.030,2012/01/16 15:42:30.940,9000,R11121
201385,W_Completeren aanvraag,2012/01/16 16:27:09.357,2012/01/16 16:29:26.752,2012/01/16 15:42:30.940,9000,R11121
201385,W_Completeren aanvraag,2012/01/16 16:29:46.215,2012/01/16 16:34:48.900,2012/01/16 15:42:30.940,9000,R11121
201385,A_ACCEPTED,2012/01/16 16:30:49.172,2012/01/16 16:30:49.172,2012/01/16 15:42:30.940,9000,R11121
201385,O_SELECTED,2012/01/16 16:34:45.396,2012/01/16 16:34:45.396,2012/01/16 15:42:30.940,9000,R11121
201385,A_FINALIZED,2012/01/16 16:34:45.396,2012/01/16 16:34:45.396,2012/01/16 15:42:30.940,9000,R11121
201385,O_CREATED,2012/01/16 16:34:46.397,2012/01/16 16:34:46.397,2012/01/16 15:42:30.940,9000,R11121
201385,O_SENT,2012/01/16 16:34:46.430,2012/01/16 16:34:46.430,2012/01/16 15:42:30.940,9000,R11121
201385,O_SENT,2012/01/16 16:34:46.430,2012/01/16 16:34:46.430,2012/01/16 15:42:30.940,9000,R11121
201385,W_Nabellen offertes,2012/01/16 16:35:16.583,2012/01/16 16:36:12.152,2012/01/16 15:42:30.940,9000,R11121
201385,W_Nabellen offertes,2012/01/18 19:01:45.754,2012/01/18 19:03:00.158,2012/01/16 15:42:30.940,9000,R10929
201385,O_SELECTED,2012/01/18 19:02:56.288,2012/01/18 19:02:56.288,2012/01/16 15:42:30.940,9000,R10929
201385,O_CANCELLED,2012/01/18 19:02:56.288,2012/01/18 19:02:56.288,2012/01/16 15:42:30.940,9000,R10929
201385,O_CREATED,2012/01/18 19:02:57.766,2012/01/18 19:02:57.766,2012/01/16 15:42:30.940,9000,R10929
201385,O_SENT,2012/01/18 19:02:57.797,2012/01/18 19:02:57.797,2012/01/16 15:42:30.940,9000,R10929
201385,O_SENT,2012/01/18 19:02:57.797,2012/01/18 19:02:57.797,2012/01/16 15:42:30.940,9000,R10929
201385,W_Nabellen offertes,2012/01/18 19:03:04.399,2012/01/18 19:03:13.152,2012/01/16 15:42:30.940,9000,R10929
201385,W_Nabellen offertes,2012/01/25 19:47:14.040,2012/01/25 19:49:20.978,2012/01/16 15:42:30.940,9000,R10929
201385,W_Nabellen offertes,2012/01/25 19:52:03.513,2012/01/25 19:53:49.777,2012/01/16 15:42:30.940,9000,R10909
201385,W_Nabellen offertes,2012/01/30 11:27:40.002,2012/01/30 11:28:00.413,2012/01/16 15:42:30.940,9000,R11259
201385,O_SENT_BACK,2012/01/30 11:27:57.781,2012/01/30 11:27:57.781,2012/01/16 15:42:30.940,9000,R11259
201385,O_SENT_BACK,2012/01/30 11:27:57.781,2012/01/30 11:27:57.781,2012/01/16 15:42:30.940,9000,R11259
201385,W_Valideren aanvraag,2012/02/02 16:21:59.457,2012/02/02 16:49:27.098,2012/01/16 15:42:30.940,9000,R10609
201385,W_Valideren aanvraag,2012/02/02 16:21:59.457,2012/02/02 16:49:27.098,2012/01/16 15:42:30.940,9000,R10609
201385,W_Nabellen incomplete dossiers,2012/02/02 19:47:32.532,2012/02/02 20:09:23.579,2012/01/16 15:42:30.940,9000,R11181
201385,W_Nabellen incomplete dossiers,2012/02/02 20:52:57.602,2012/02/02 20:54:18.069,2012/01/16 15:42:30.940,9000,R10913
201385,W_Nabellen incomplete dossiers,2012/02/03 11:01:39.897,2012/02/03 11:02:04.558,2012/01/16 15:42:30.940,9000,R10899
201385,W_Nabellen incomplete dossiers,2012/02/03 11:01:39.897,2012/02/03 11:02:04.558,2012/01/16 15:42:30.940,9000,R10899
201385,W_Valideren aanvraag,2012/02/03 11:03:21.278,2012/02/03 11:03:37.694,2012/01/16 15:42:30.940,9000,R10609
201385,W_Valideren aanvraag,2012/02/03 11:26:12.081,2012/02/03 11:34:39.116,2012/01/16 15:42:30.940,9000,R10609
201385,W_Valideren aanvraag,2012/02/03 11:26:12.081,2012/02/03 11:34:39.116,2012/01/16 15:42:30.940,9000,R10609
201385,W_Nabellen incomplete dossiers,2012/02/03 12:44:25.151,2012/02/03 12:44:54.916,2012/01/16 15:42:30.940,9000,R11169
201385,W_Nabellen incomplete dossiers,2012/02/03 13:00:32.276,2012/02/03 14:08:50.316,2012/01/16 15:42:30.940,9000,R11122
201385,W_Nabellen incomplete dossiers,2012/02/03 14:09:08.989,2012/02/03 14:12:31.452,2012/01/16 15:42:30.940,9000,R11122
201385,W_Nabellen incomplete dossiers,2012/02/03 14:34:16.301,2012/02/03 14:37:24.714,2012/01/16 15:42:30.940,9000,R11122
201385,W_Nabellen incomplete dossiers,2012/02/06 09:53:35.640,2012/02/06 09:55:36.515,2012/01/16 15:42:30.940,9000,R11049
201385,W_Nabellen incomplete dossiers,2012/02/06 09:53:35.640,2012/02/06 09:55:36.515,2012/01/16 15:42:30.940,9000,R11049
201385,W_Valideren aanvraag,2012/02/06 12:26:30.259,2012/02/06 12:28:13.827,2012/01/16 15:42:30.940,9000,R10609
201385,W_Valideren aanvraag,2012/02/06 13:02:39.594,2012/02/06 13:09:34.686,2012/01/16 15:42:30.940,9000,R10609
201385,W_Valideren aanvraag,2012/02/06 13:02:39.594,2012/02/06 13:09:34.686,2012/01/16 15:42:30.940,9000,R10609
201385,W_Nabellen incomplete dossiers,2012/02/06 13:28:25.441,2012/02/06 13:28:36.815,2012/01/16 15:42:30.940,9000,R10609
201385,W_Nabellen incomplete dossiers,2012/02/06 19:12:32.824,2012/02/06 19:25:08.881,2012/01/16 15:42:30.940,9000,R11002
209221,A_SUBMITTED,2012/02/14 10:33:47.875,2012/02/14 10:33:47.875,2012/02/14 10:33:47.875,44000,R112
209221,A_PARTLYSUBMITTED,2012/02/14 10:33:48.452,2012/02/14 10:33:48.452,2012/02/14 10:33:47.875,44000,R112
209221,A_PARTLYSUBMITTED,2012/02/14 10:33:48.452,2012/02/14 10:33:48.452,2012/02/14 10:33:47.875,44000,R112
209221,W_Afhandelen leads,2012/02/14 10:34:13.920,2012/02/14 10:37:12.957,2012/02/14 10:33:47.875,44000,R10881
209221,A_PREACCEPTED,2012/02/14 10:37:11.309,2012/02/14 10:37:11.309,2012/02/14 10:33:47.875,44000,R10881
209221,A_PREACCEPTED,2012/02/14 10:37:11.309,2012/02/14 10:37:11.309,2012/02/14 10:33:47.875,44000,R10881
209221,W_Completeren aanvraag,2012/02/14 10:37:22.653,2012/02/14 10:42:40.313,2012/02/14 10:33:47.875,44000,R10881
209221,A_ACCEPTED,2012/02/14 10:41:25.000,2012/02/14 10:41:25.000,2012/02/14 10:33:47.875,44000,R10881
209221,A_FINALIZED,2012/02/14 10:41:50.205,2012/02/14 10:41:50.205,2012/02/14 10:33:47.875,44000,R10881
212235,A_SUBMITTED,2012/02/23 17:29:31.540,2012/02/23 17:29:31.540,2012/02/23 17:29:31.539,10000,R112
212235,A_PARTLYSUBMITTED,2012/02/23 17:29:32.432,2012/02/23 17:29:32.432,2012/02/23 17:29:31.539,10000,R112
212235,A_PREACCEPTED,2012/02/23 17:30:10.802,2012/02/23 17:30:10.802,2012/02/23 17:29:31.539,10000,R112
212235,A_PREACCEPTED,2012/02/23 17:30:10.802,2012/02/23 17:30:10.802,2012/02/23 17:29:31.539,10000,R112
212235,W_Completeren aanvraag,2012/02/23 17:46:31.312,2012/02/23 17:51:49.827,2012/02/23 17:29:31.539,10000,R11181
212235,W_Completeren aanvraag,2012/02/23 17:51:52.277,2012/02/23 17:54:45.266,2012/02/23 17:29:31.539,10000,R11181
212235,W_Completeren aanvraag,2012/02/23 17:54:46.803,2012/02/23 18:01:04.329,2012/02/23 17:29:31.539,10000,R11181
212235,A_ACCEPTED,2012/02/23 17:56:57.256,2012/02/23 17:56:57.256,2012/02/23 17:29:31.539,10000,R11181
204137,A_SUBMITTED,2012/01/26 09:51:02.285,2012/01/26 09:51:02.285,2012/01/26 09:51:02.285,12500,R112
204137,A_PARTLYSUBMITTED,2012/01/26 09:51:02.608,2012/01/26 09:51:02.608,2012/01/26 09:51:02.285,12500,R112
204137,A_PREACCEPTED,2012/01/26 09:51:43.613,2012/01/26 09:51:43.613,2012/01/26 09:51:02.285,12500,R112
204137,A_PREACCEPTED,2012/01/26 09:51:43.613,2012/01/26 09:51:43.613,2012/01/26 09:51:02.285,12500,R112
204137,W_Completeren aanvraag,2012/01/26 09:52:57.516,2012/01/26 09:56:55.192,2012/01/26 09:51:02.285,12500,R11000
204137,A_ACCEPTED,2012/01/26 09:56:33.205,2012/01/26 09:56:33.205,2012/01/26 09:51:02.285,12500,R11000
204137,O_SELECTED,2012/01/26 09:56:51.751,2012/01/26 09:56:51.751,2012/01/26 09:51:02.285,12500,R11000
204137,A_FINALIZED,2012/01/26 09:56:51.752,2012/01/26 09:56:51.752,2012/01/26 09:51:02.285,12500,R11000
204137,O_CREATED,2012/01/26 09:56:53.271,2012/01/26 09:56:53.271,2012/01/26 09:51:02.285,12500,R11000
204137,O_SENT,2012/01/26 09:56:53.295,2012/01/26 09:56:53.295,2012/01/26 09:51:02.285,12500,R11000
204137,O_SENT,2012/01/26 09:56:53.295,2012/01/26 09:56:53.295,2012/01/26 09:51:02.285,12500,R11000
204137,W_Nabellen offertes,2012/01/26 09:57:04.764,2012/01/26 09:58:11.044,2012/01/26 09:51:02.285,12500,R11000
204137,W_Nabellen offertes,2012/01/26 09:58:33.066,2012/01/26 09:58:50.374,2012/01/26 09:51:02.285,12500,R11000
204137,W_Nabellen offertes,2012/02/01 20:25:03.805,2012/02/01 20:26:56.343,2012/01/26 09:51:02.285,12500,R11119
204137,W_Nabellen offertes,2012/02/04 13:33:04.217,2012/02/04 13:34:16.738,2012/01/26 09:51:02.285,12500,R10931
204137,W_Nabellen offertes,2012/02/06 10:54:47.404,2012/02/06 10:54:59.389,2012/01/26 09:51:02.285,12500,R10899
204137,O_SENT_BACK,2012/02/06 10:54:57.004,2012/02/06 10:54:57.004,2012/01/26 09:51:02.285,12500,R10899
204137,O_SENT_BACK,2012/02/06 10:54:57.004,2012/02/06 10:54:57.004,2012/01/26 09:51:02.285,12500,R10899
204137,W_Valideren aanvraag,2012/02/09 19:16:59.913,2012/02/09 19:32:39.920,2012/01/26 09:51:02.285,12500,R10138
204137,W_Valideren aanvraag,2012/02/10 10:29:46.780,2012/02/10 10:33:58.743,2012/01/26 09:51:02.285,12500,R10138
204137,A_ACTIVATED,2012/02/10 10:33:51.357,2012/02/10 10:33:51.357,2012/01/26 09:51:02.285,12500,R10138
210143,A_SUBMITTED,2012/02/16 14:24:37.850,2012/02/16 14:24:37.850,2012/02/16 14:24:37.850,10000,R112
211579,A_SUBMITTED,2012/02/21 20:45:01.253,2012/02/21 20:45:01.253,2012/02/21 20:45:01.252,6000,R112
214133,A_SUBMITTED,2012/02/29 15:08:36.182,2012/02/29 15:08:36.182,2012/02/29 15:08:36.182,27500,R112
214133,A_PARTLYSUBMITTED,2012/02/29 15:08:36.368,2012/02/29 15:08:36.368,2012/02/29 15:08:36.182,27500,R112
214133,A_PARTLYSUBMITTED,2012/02/29 15:08:36.368,2012/02/29 15:08:36.368,2012/02/29 15:08:36.182,27500,R112
199537,A_SUBMITTED,2012/01/10 10:37:41.198,2012/01/10 10:37:41.198,2012/01/10 10:37:41.198,50000,R112
199537,A_PARTLYSUBMITTED,2012/01/10 10:37:41.494,2012/01/10 10:37:41.494,2012/01/10 10:37:41.198,50000,R112
199537,A_PARTLYSUBMITTED,2012/01/10 10:37:41.494,2012/01/10 10:37:41.494,2012/01/10 10:37:41.198,50000,R112
199537,W_Afhandelen leads,2012/01/10 10:38:50.303,2012/01/10 10:40:31.912,2012/01/10 10:37:41.198,50000,R10909
199537,A_PREACCEPTED,2012/01/10 10:40:30.022,2012/01/10 10:40:30.022,2012/01/10 10:37:41.198,50000,R10909
199537,A_PREACCEPTED,2012/01/10 10:40:30.022,2012/01/10 10:40:30.022,2012/01/10 10:37:41.198,50000,R10909
199537,W_Completeren aanvraag,2012/01/10 10:42:16.285,2012/01/10 10:49:45.754,2012/01/10 10:37:41.198,50000,R10909
212012,A_SUBMITTED,2012/02/22 23:33:53.343,2012/02/22 23:33:53.343,2012/02/22 23:33:53.343,35000,R112
212012,A_PARTLYSUBMITTED,2012/02/22 23:33:53.468,2012/02/22 23:33:53.468,2012/02/22 23:33:53.343,35000,R112
212012,A_PARTLYSUBMITTED,2012/02/22 23:33:53.468,2012/02/22 23:33:53.468,2012/02/22 23:33:53.343,35000,R112
212012,W_Afhandelen leads,2012/02/23 09:35:16.360,2012/02/23 09:35:28.676,2012/02/22 23:33:53.343,35000,R11201
212012,W_Afhandelen leads,2012/02/23 09:38:09.500,2012/02/23 15:12:47.295,2012/02/22 23:33:53.343,35000,R11302
212012,W_Afhandelen leads,2012/02/23 15:14:34.429,2012/02/23 15:16:57.275,2012/02/22 23:33:53.343,35000,R11201
212012,A_PREACCEPTED,2012/02/23 15:16:54.029,2012/02/23 15:16:54.029,2012/02/22 23:33:53.343,35000,R11201
212012,A_PREACCEPTED,2012/02/23 15:16:54.029,2012/02/23 15:16:54.029,2012/02/22 23:33:53.343,35000,R11201
212012,W_Completeren aanvraag,2012/02/23 15:18:53.084,2012/02/23 15:19:18.080,2012/02/22 23:33:53.343,35000,R11169
212012,W_Completeren aanvraag,2012/02/23 15:30:30.629,2012/02/23 15:41:56.690,2012/02/22 23:33:53.343,35000,R11309
212012,A_ACCEPTED,2012/02/23 15:39:32.663,2012/02/23 15:39:32.663,2012/02/22 23:33:53.343,35000,R11309
212012,A_FINALIZED,2012/02/23 15:41:53.404,2012/02/23 15:41:53.404,2012/02/22 23:33:53.343,35000,R11309
212012,O_SELECTED,2012/02/23 15:41:53.404,2012/02/23 15:41:53.404,2012/02/22 23:33:53.343,35000,R11309
212012,O_CREATED,2012/02/23 15:41:54.963,2012/02/23 15:41:54.963,2012/02/22 23:33:53.343,35000,R11309
212012,O_SENT,2012/02/23 15:41:54.987,2012/02/23 15:41:54.987,2012/02/22 23:33:53.343,35000,R11309
212012,O_SENT,2012/02/23 15:41:54.987,2012/02/23 15:41:54.987,2012/02/22 23:33:53.343,35000,R11309
212012,W_Nabellen offertes,2012/02/23 15:42:27.846,2012/02/23 15:44:03.974,2012/02/22 23:33:53.343,35000,R11309
212012,W_Nabellen offertes,2012/02/23 17:07:41.396,2012/02/23 17:07:47.763,2012/02/22 23:33:53.343,35000,R11003
212012,W_Nabellen offertes,2012/03/02 11:57:48.596,2012/03/02 11:58:16.865,2012/02/22 23:33:53.343,35000,R10972
212012,O_SENT_BACK,2012/03/02 11:58:14.236,2012/03/02 11:58:14.236,2012/02/22 23:33:53.343,35000,R10972
212012,O_SENT_BACK,2012/03/02 11:58:14.236,2012/03/02 11:58:14.236,2012/02/22 23:33:53.343,35000,R10972
212012,W_Valideren aanvraag,2012/03/02 11:58:42.414,2012/03/02 12:35:28.527,2012/02/22 23:33:53.343,35000,R10972
212012,W_Valideren aanvraag,2012/03/02 11:58:42.414,2012/03/02 12:35:28.527,2012/02/22 23:33:53.343,35000,R10972
212012,W_Nabellen incomplete dossiers,2012/03/02 14:18:05.446,2012/03/02 14:23:02.964,2012/02/22 23:33:53.343,35000,R10912
212012,W_Nabellen incomplete dossiers,2012/03/02 14:23:54.294,2012/03/02 14:26:26.179,2012/02/22 23:33:53.343,35000,R10912
212012,W_Nabellen incomplete dossiers,2012/03/05 10:22:50.077,2012/03/05 10:24:54.122,2012/02/22 23:33:53.343,35000,R11049
212012,W_Nabellen incomplete dossiers,2012/03/05 10:22:50.077,2012/03/05 10:24:54.122,2012/02/22 23:33:53.343,35000,R11049
207149,A_SUBMITTED,2012/02/07 14:48:32.549,2012/02/07 14:48:32.549,2012/02/07 14:48:32.549,5000,R112
206345,A_SUBMITTED,2012/02/03 18:58:49.482,2012/02/03 18:58:49.482,2012/02/03 18:58:49.482,27472,R112
203122,A_SUBMITTED,2012/01/23 09:09:03.588,2012/01/23 09:09:03.588,2012/01/23 09:09:03.587,35000,R112
203122,A_PARTLYSUBMITTED,2012/01/23 09:09:04.096,2012/01/23 09:09:04.096,2012/01/23 09:09:03.587,35000,R112
203122,A_PREACCEPTED,2012/01/23 09:09:43.222,2012/01/23 09:09:43.222,2012/01/23 09:09:03.587,35000,R112
203122,A_PREACCEPTED,2012/01/23 09:09:43.222,2012/01/23 09:09:43.222,2012/01/23 09:09:03.587,35000,R112
206528,A_SUBMITTED,2012/02/04 21:55:49.226,2012/02/04 21:55:49.226,2012/02/04 21:55:49.226,2500,R112
201993,A_SUBMITTED,2012/01/18 12:39:05.820,2012/01/18 12:39:05.820,2012/01/18 12:39:05.819,5000,R112
201993,A_PARTLYSUBMITTED,2012/01/18 12:39:06.564,2012/01/18 12:39:06.564,2012/01/18 12:39:05.819,5000,R112
